origin_iata,destination_iata,distance_km,est_duration_min,optional_price,source
DOU,VCP,804.780,93.886,,openflights
DPS,CAN,3579.637,296.925,,openflights
DPS,LOP,121.957,43.924,,openflights
DPS,SIN,1671.498,157.305,,openflights
DPS,SYD,4622.149,373.206,,openflights
DPS,TIM,2443.675,213.805,,openflights
DRK,SJO,154.822,46.328,,openflights
DRS,DUS,487.763,70.690,,openflights
DRS,STR,423.793,66.009,,openflights
DRS,TFS,3606.002,298.854,,openflights
DRV,HAQ,176.648,47.925,,openflights
DRV,MLE,115.978,43.486,,openflights
DRW,GOV,645.530,82.234,,openflights
DSK,PZH,148.858,45.892,,openflights
DSM,MDW,491.727,70.980,,openflights
DSM,PHX,1847.154,170.158,,openflights
DSN,CSX,1294.025,129.685,,openflights
DSN,KMG,1726.007,161.293,,openflights
DSN,WUH,1045.294,111.485,,openflights
DTM,BCN,1212.277,123.703,,openflights
DTM,BUD,955.066,104.883,,openflights
DTM,OTP,1569.278,149.825,,openflights
DTW,ABE,681.797,84.888,,openflights
DTW,AMS,6323.605,497.703,,openflights
DTW,AVL,756.741,90.371,,openflights
DTW,AVP,639.910,81.823,,openflights
DTW,BTV,861.602,98.044,,openflights
DTW,CLT,805.696,93.953,,openflights
DTW,DAY,266.921,54.531,,openflights
DTW,IND,371.371,62.173,,openflights
DTW,LGA,805.135,93.912,,openflights
DTW,LIT,1133.946,117.972,,openflights
DTW,MHT,978.351,106.587,,openflights
DTW,MLI,598.615,78.801,,openflights
DTW,PBI,1752.037,163.198,,openflights
DTW,PIT,323.166,58.646,,openflights
DTW,ROA,615.199,80.015,,openflights
DTW,SCE,482.523,70.307,,openflights
DTW,SLC,2377.892,208.992,,openflights
DTW,SWF,769.602,91.312,,openflights
DTW,TYS,713.945,87.240,,openflights
DUB,ADB,3044.533,257.771,,openflights
DUB,AGP,1867.156,171.621,,openflights
DUB,ATH,2875.692,245.416,,openflights
DUB,BGY,1433.506,139.891,,openflights
DUB,CIY,2433.507,213.061,,openflights
DUB,DXB,5918.528,468.063,,openflights
DUB,EIN,818.203,94.869,,openflights
DUB,GDN,1615.755,153.226,,openflights
DUB,HAJ,1072.199,113.454,,openflights
DUB,HHN,1007.763,108.739,,openflights
DUB,KIR,258.552,53.918,,openflights
DUB,KIV,2579.267,223.727,,openflights
DUB,KTW,1758.285,163.655,,openflights
DUB,LPL,227.067,51.615,,openflights
DUB,MJV,1789.538,165.942,,openflights
DUB,RYG,1235.684,125.416,,openflights
DUB,SCQ,1180.949,121.411,,openflights
DUB,SDR,1125.735,117.371,,openflights
DUB,SEN,514.181,72.623,,openflights
DUB,STN,470.666,69.439,,openflights
DUB,SVQ,1779.722,165.224,,openflights
DUB,TLS,1223.780,124.545,,openflights
DUB,VLC,1610.047,152.808,,openflights
DUR,MQP,470.495,69.426,,openflights
DUS,BCN,1167.415,120.421,,openflights
DUS,CWL,701.778,86.350,,openflights
DUS,DUB,915.106,101.959,,openflights
DUS,EBL,3373.241,281.823,,openflights
DUS,FLR,895.488,100.523,,openflights
DUS,GCI,695.259,85.873,,openflights
DUS,GOT,792.547,92.991,,openflights
DUS,HRG,3510.762,291.885,,openflights
DUS,JFK,6017.223,475.285,,openflights
DUS,MIA,7603.569,591.359,,openflights
DUS,MJT,2053.676,185.269,,openflights
DUS,NCE,849.206,97.137,,openflights
DUS,NCL,700.402,86.249,,openflights
DUS,OTP,1614.836,153.159,,openflights
DUS,SAW,2073.915,186.750,,openflights
DUS,SVO,2068.031,186.319,,openflights
DUS,VKO,2057.602,185.556,,openflights
DUS,WRO,704.851,86.574,,openflights
DWC,JED,1672.204,157.356,,openflights
DWC,KUF,3208.302,269.754,,openflights
DWC,LED,4330.958,351.899,,openflights
DWC,TJM,3681.784,304.399,,openflights
DXB,AHB,1525.269,146.605,,openflights
DXB,AWZ,935.305,103.437,,openflights
DXB,BHX,5603.411,445.006,,openflights
DXB,BND,240.791,52.619,,openflights
DXB,BOS,10702.118,818.082,,openflights
DXB,BUZ,607.824,79.475,,openflights
DXB,CGK,6547.083,514.055,,openflights
DXB,CMN,6080.497,479.914,,openflights
DXB,CPH,4818.382,387.565,,openflights
DXB,DME,3641.987,301.487,,openflights
DXB,EBB,3731.342,308.025,,openflights
DXB,FRU,2635.418,227.835,,openflights
DXB,HBE,2589.209,224.454,,openflights
DXB,HGA,2116.762,189.885,,openflights
DXB,KBL,1686.395,158.395,,openflights
DXB,KBP,3488.659,290.268,,openflights
DXB,KTM,2990.546,253.820,,openflights
DXB,KUL,5549.193,441.038,,openflights
DXB,MAD,5648.830,448.329,,openflights
DXB,MNL,6906.038,540.320,,openflights
DXB,NRT,7979.177,618.842,,openflights
DXB,SKP,3600.882,298.479,,openflights
DXB,SVO,3711.666,306.585,,openflights
DXB,SVX,3528.697,293.197,,openflights
DXB,TIF,1568.786,149.789,,openflights
DXB,TIP,4160.449,339.423,,openflights
DXB,VCE,4430.408,359.176,,openflights
DXB,VIE,4222.897,343.992,,openflights
DXB,ZBR,504.641,71.925,,openflights
DYU,DME,2961.540,251.698,,openflights
DYU,FRU,691.591,85.604,,openflights
DYU,GOJ,2694.856,232.185,,openflights
DYU,KJA,2623.448,226.960,,openflights
DYU,KRR,2546.187,221.306,,openflights
DYU,KZN,2388.871,209.795,,openflights
DYU,SGC,2554.880,221.942,,openflights
DYU,SVX,2107.667,189.220,,openflights
DYU,UFA,2030.170,183.549,,openflights
DYU,URC,1665.258,156.848,,openflights
DZA,DIE,438.186,67.062,,openflights
DZA,HAH,260.128,54.034,,openflights
EAM,RUH,850.255,97.214,,openflights
EBA,ACH,528.048,73.638,,openflights
EBB,KSE,261.053,54.101,,openflights
EBB,LHR,6496.975,510.388,,openflights
EBB,MGQ,1446.515,140.843,,openflights
EBB,RUA,375.004,62.439,,openflights
EBL,ADA,779.141,92.010,,openflights
EBL,ARN,3202.865,269.356,,openflights
EBL,FRA,3214.263,270.190,,openflights
ECN,GZT,409.723,64.980,,openflights
EDI,BRU,764.685,90.953,,openflights
EDI,CFU,2492.651,217.389,,openflights
EDI,DUB,337.203,59.673,,openflights
EDI,FRA,1032.854,110.575,,openflights
EDI,GDN,1392.186,136.867,,openflights
EDI,GSE,946.313,104.242,,openflights
EDI,JER,753.864,90.161,,openflights
EDI,KEF,1384.630,136.314,,openflights
EDI,KRK,1670.992,157.268,,openflights
EDI,MAH,1873.490,172.085,,openflights
EDI,MUC,1330.337,132.342,,openflights
EDI,POZ,1365.961,134.948,,openflights
EDI,SYY,308.849,57.599,,openflights
EFL,STN,2195.257,195.629,,openflights
EGO,KUF,978.937,106.630,,openflights
EGO,LED,1093.215,114.991,,openflights
EGO,ROV,426.154,66.182,,openflights
EIN,BDS,1538.725,147.590,,openflights
EIN,BLQ,885.247,99.774,,openflights
EIN,BUD,1096.818,115.255,,openflights
EIN,DEB,1250.251,126.482,,openflights
EIN,FEZ,2119.332,190.073,,openflights
EIN,KRK,1023.218,109.870,,openflights
EIN,NCE,877.270,99.190,,openflights
EIN,OPO,1560.288,149.167,,openflights
EIN,OTP,1711.983,160.267,,openflights
EIN,REU,1189.815,122.060,,openflights
EIN,RIX,1348.525,133.673,,openflights
EIN,RTM,85.718,41.272,,openflights
EIN,SKP,1620.827,153.597,,openflights
EIN,SVQ,1793.895,166.261,,openflights
EIN,TPS,1605.190,152.453,,openflights
EIS,STT,46.960,38.436,,openflights
ELD,HOT,142.192,45.404,,openflights
ELF,KRT,808.141,94.132,,openflights
ELH,FLL,353.670,60.878,,openflights
ELI,KKA,64.114,39.691,,openflights
ELM,SFB,1538.624,147.582,,openflights
ELP,ORD,1987.562,180.431,,openflights
ELP,PHX,557.712,75.808,,openflights
ELQ,DXB,1165.960,120.314,,openflights
ELQ,MED,452.549,68.113,,openflights
ELU,ALG,479.471,70.083,,openflights
EMA,ACE,2840.210,242.820,,openflights
EMA,DUB,336.140,59.596,,openflights
EMA,IBZ,1565.825,149.573,,openflights
EMA,LEI,1779.544,165.211,,openflights
EMA,LIG,795.715,93.223,,openflights
EMA,LPA,3001.484,254.621,,openflights
EMA,NOC,510.953,72.387,,openflights
EMA,PRG,1119.156,116.889,,openflights
EMA,PSA,1333.552,132.577,,openflights
EMA,RIX,1670.391,157.224,,openflights
EMA,RZE,1637.580,154.823,,openflights
ENU,ABV,283.521,55.745,,openflights
EOH,IBE,206.340,50.098,,openflights
EOH,NQU,195.782,49.325,,openflights
EQS,BRC,195.353,49.294,,openflights
ERF,LGW,778.536,91.966,,openflights
ERZ,SAW,1008.632,108.802,,openflights
ESB,AJI,856.953,97.704,,openflights
ESB,ERZ,695.942,85.923,,openflights
ESB,GYD,1444.349,140.684,,openflights
ESB,MUC,1912.154,174.914,,openflights
ETZ,MRS,621.392,80.468,,openflights
EUG,AZA,1562.673,149.342,,openflights
EUG,PDX,169.840,47.427,,openflights
EVN,PRG,2587.129,224.302,,openflights
EWB,ACK,88.289,41.460,,openflights
EWR,AUS,2416.910,211.847,,openflights
EWR,BOG,4002.007,327.830,,openflights
EWR,BRU,5907.225,467.236,,openflights
EWR,BTV,428.384,66.345,,openflights
EWR,CMH,742.984,89.365,,openflights
EWR,CVG,913.860,101.868,,openflights
EWR,DUB,5124.465,409.961,,openflights
EWR,FPO,1625.891,153.968,,openflights
EWR,GCM,2475.914,216.164,,openflights
EWR,HNL,7973.390,618.419,,openflights
EWR,LHR,5561.648,441.950,,openflights
EWR,MCI,1753.012,163.269,,openflights
EWR,OSL,5933.102,469.129,,openflights
EWR,PVR,3680.147,304.279,,openflights
EWR,SDQ,2512.534,218.844,,openflights
EWR,SFO,4118.401,336.346,,openflights
EWR,SJO,3553.653,295.023,,openflights
EWR,SYR,313.102,57.910,,openflights
EWR,TLV,9140.241,703.798,,openflights
EWR,YEG,3248.010,272.659,,openflights
EWR,YQB,713.719,87.223,,openflights
EXT,DUS,714.321,87.267,,openflights
EXT,EDI,579.955,77.436,,openflights
EXT,EGC,719.513,87.647,,openflights
EXT,NQY,116.330,43.512,,openflights
EYP,BOG,206.996,50.146,,openflights
EYW,FLL,233.498,52.085,,openflights
EYW,MIA,201.927,49.775,,openflights
EYW,RSW,220.177,51.111,,openflights
EYW,TPA,387.962,63.387,,openflights
EZE,BCN,10480.857,801.892,,openflights
EZE,BRC,1308.981,130.779,,openflights
EZE,COR,656.063,83.005,,openflights
EZE,DFW,8533.648,659.413,,openflights
EZE,FCO,11154.768,851.203,,openflights
EZE,FRA,11502.557,876.651,,openflights
EZE,MDZ,972.488,106.158,,openflights
EZE,SCL,1138.232,118.285,,openflights
EZE,VVI,1963.661,178.683,,openflights
EZS,IST,945.514,104.184,,openflights
FAE,BGO,696.882,85.991,,openflights
FAI,GAL,430.044,66.467,,openflights
FAO,EDI,2133.556,191.114,,openflights
FAO,GLA,2113.575,189.652,,openflights
FAO,HAJ,2199.905,195.969,,openflights
FAO,LGW,1687.572,158.481,,openflights
FAO,MUC,2038.213,184.138,,openflights
FAO,NCL,2059.765,185.715,,openflights
FAO,OPO,474.788,69.741,,openflights
FAO,TXL,2390.951,209.948,,openflights
FAR,AZA,1963.766,178.690,,openflights
FAR,DFW,1559.500,149.110,,openflights
FCO,ADD,4481.394,362.907,,openflights
FCO,AGP,1546.849,148.184,,openflights
FCO,AMM,2383.144,209.376,,openflights
FCO,ATL,8085.347,626.611,,openflights
FCO,BDS,493.869,71.137,,openflights
FCO,BHX,1582.908,150.823,,openflights
FCO,BKK,8877.104,684.544,,openflights
FCO,BOD,1099.414,115.445,,openflights
FCO,CTA,539.193,74.453,,openflights
FCO,DOH,4038.721,330.516,,openflights
FCO,GIG,9171.030,706.051,,openflights
FCO,GYD,3144.209,265.064,,openflights
FCO,HAJ,1200.866,122.868,,openflights
FCO,LRM,7934.090,615.543,,openflights
FCO,MPL,704.306,86.535,,openflights
FCO,OPO,1738.373,162.198,,openflights
FCO,OTP,1162.487,120.060,,openflights
FCO,PMO,409.481,64.962,,openflights
FCO,RTM,1273.862,128.209,,openflights
FCO,VLC,1102.432,115.666,,openflights
FDF,BGI,234.594,52.165,,openflights
FDH,FRA,271.513,54.867,,openflights
FDH,IST,1678.178,157.794,,openflights
FEN,NAT,390.244,63.554,,openflights
FEZ,HHN,2043.118,184.496,,openflights
FEZ,MRS,1377.092,135.763,,openflights
FEZ,NTE,1497.538,144.576,,openflights
FEZ,ORY,1754.157,163.353,,openflights
FIH,DLA,1129.276,117.630,,openflights
FIH,NBO,2409.786,211.326,,openflights
FKB,STN,654.722,82.907,,openflights
FKQ,KNG,177.911,48.018,,openflights
FKQ,MKW,300.142,56.962,,openflights
FLL,ACY,1576.105,150.325,,openflights
FLL,ALB,1942.111,177.106,,openflights
FLL,ARN,7962.132,617.595,,openflights
FLL,BNA,1277.948,128.508,,openflights
FLL,CLT,1019.274,109.581,,openflights
FLL,CVG,1503.078,144.981,,openflights
FLL,DCA,1450.484,141.133,,openflights
FLL,DFW,1798.924,166.629,,openflights
FLL,EWR,1716.833,160.622,,openflights
FLL,GUA,1672.257,157.360,,openflights
FLL,ISP,1761.445,163.886,,openflights
FLL,JFK,1723.289,161.094,,openflights
FLL,LEX,1394.445,137.033,,openflights
FLL,NAS,292.973,56.437,,openflights
FLL,PIT,1603.326,152.317,,openflights
FLL,SAL,1683.988,158.219,,openflights
FLL,SDQ,1372.329,135.414,,openflights
FLL,SJU,1683.716,158.199,,openflights
FLL,TCB,284.994,55.853,,openflights
FLL,YUL,2231.312,198.267,,openflights
FLR,CAG,537.517,74.331,,openflights
FLR,CTA,776.711,91.833,,openflights
FLR,DUS,895.488,100.523,,openflights
FLR,ZRH,455.766,68.349,,openflights
FLS,LST,174.418,47.762,,openflights
FMM,AGP,1740.732,162.371,,openflights
FMM,IEV,1488.176,143.891,,openflights
FMM,STN,835.800,96.156,,openflights
FMO,AGP,1966.730,178.907,,openflights
FMO,GRO,1196.884,122.577,,openflights
FMO,MUC,511.480,72.425,,openflights
FMO,PMI,1449.792,141.082,,openflights
FNC,CGN,2806.404,240.347,,openflights
FNC,FRA,2836.042,242.515,,openflights
FNC,HAJ,3052.658,258.365,,openflights
FNC,HAM,3145.889,265.187,,openflights
FNC,LGW,2455.537,214.673,,openflights
FNC,LIS,965.138,105.620,,openflights
FNC,PDL,984.919,107.067,,openflights
FNC,TXL,3262.866,273.746,,openflights
FNJ,SHE,326.189,58.868,,openflights
FNT,MSP,787.925,92.653,,openflights
FOC,CTU,1621.802,153.668,,openflights
FOC,CZX,665.553,83.699,,openflights
FOR,RAI,2658.687,229.538,,openflights
FPO,EWR,1625.891,153.968,,openflights
FRA,ABV,4563.546,368.918,,openflights
FRA,ABZ,1065.169,112.939,,openflights
FRA,ALG,1544.441,148.008,,openflights
FRA,BCN,1093.614,115.021,,openflights
FRA,BRU,304.839,57.305,,openflights
FRA,CAI,2921.705,248.783,,openflights
FRA,CFU,1461.358,141.929,,openflights
FRA,CHQ,2044.786,184.619,,openflights
FRA,CTU,7810.377,606.491,,openflights
FRA,FDH,271.513,54.867,,openflights
FRA,FLR,720.224,87.699,,openflights
FRA,FNC,2836.042,242.515,,openflights
FRA,GOT,882.225,99.553,,openflights
FRA,HAJ,280.871,55.552,,openflights
FRA,HEL,1537.938,147.532,,openflights
FRA,IAH,8402.589,649.824,,openflights
FRA,JFK,6189.438,487.886,,openflights
FRA,KIV,1534.754,147.299,,openflights
FRA,KRK,799.872,93.527,,openflights
FRA,KTW,748.165,89.744,,openflights
FRA,KUF,2846.441,243.276,,openflights
FRA,LHR,654.760,82.909,,openflights
FRA,LIN,512.907,72.530,,openflights
FRA,LNZ,454.890,68.285,,openflights
FRA,LOS,4856.822,390.377,,openflights
FRA,MEX,9551.972,733.925,,openflights
FRA,MUC,299.078,56.884,,openflights
FRA,OPO,1652.746,155.933,,openflights
FRA,OSL,1132.544,117.869,,openflights
FRA,OTP,1449.051,141.028,,openflights
FRA,PEK,7787.378,604.808,,openflights
FRA,PRN,1263.987,127.487,,openflights
FRA,PUY,698.520,86.111,,openflights
FRA,SIN,10279.256,787.141,,openflights
FRA,SSA,8353.964,646.266,,openflights
FRA,TAB,7593.472,590.620,,openflights
FRA,TFS,3238.799,271.985,,openflights
FRA,TXL,431.682,66.587,,openflights
FRA,VNO,1241.663,125.853,,openflights
FRE,HIR,155.946,46.411,,openflights
FRO,HOV,86.150,41.304,,openflights
FRU,DYU,691.591,85.604,,openflights
FRU,KJA,1940.143,176.962,,openflights
FRU,KRR,2807.915,240.457,,openflights
FRU,OSS,306.295,57.412,,openflights
FRU,SVO,2986.618,253.533,,openflights
FRU,URC,1051.665,111.951,,openflights
FSC,LIL,1108.531,116.112,,openflights
FSC,NTE,1057.040,112.344,,openflights
FSD,LAS,1774.122,164.814,,openflights
FSD,ORD,742.530,89.331,,openflights
FSM,ATL,929.935,103.044,,openflights
FTA,TAH,105.884,42.748,,openflights
FUE,BHX,2849.980,243.535,,openflights
FUE,EMA,2900.035,247.198,,openflights
FUE,GLA,3139.864,264.746,,openflights
FUE,HAM,3406.038,284.222,,openflights
FUE,LPA,160.080,46.713,,openflights
FUE,LPL,2909.623,247.899,,openflights
FUE,MAN,2926.549,249.138,,openflights
FUE,PIK,3098.536,261.722,,openflights
FUE,TXL,3487.448,290.179,,openflights
FUG,XMN,955.998,104.951,,openflights
FUK,HAN,2783.432,238.666,,openflights
FUK,ISG,1186.121,121.789,,openflights
FUK,SHE,1084.815,114.377,,openflights
FUK,SIN,4520.709,365.784,,openflights
FYU,VEE,68.955,40.045,,openflights
GAE,TUN,330.896,59.212,,openflights
GAF,TOE,84.646,41.194,,openflights
GAL,FAI,430.044,66.467,,openflights
GAL,HSL,110.368,43.076,,openflights
GAN,KDM,132.554,44.699,,openflights
GAU,BLR,2039.387,184.223,,openflights
GAU,IXA,249.197,53.234,,openflights
GBE,FRW,409.852,64.989,,openflights
GCC,SLC,659.043,83.223,,openflights
GCI,STN,337.888,59.724,,openflights
GCM,HAV,425.232,66.115,,openflights
GCM,MIA,731.058,88.492,,openflights
GCN,PGA,125.029,44.148,,openflights
GDL,CJS,1274.277,128.240,,openflights
GDL,CUL,636.422,81.567,,openflights
GDL,FAT,2406.904,211.115,,openflights
GDL,MTY,669.963,84.022,,openflights
GDL,MXL,1791.768,166.105,,openflights
GDL,ORD,2789.379,239.101,,openflights
GDL,SLC,2398.044,210.467,,openflights
GDL,SNA,2048.674,184.903,,openflights
GDL,TIJ,1902.389,174.199,,openflights
GDN,FRA,828.284,95.606,,openflights
GDN,LBC,508.947,72.240,,openflights
GDN,LPL,1397.435,137.251,,openflights
GDN,MUC,813.910,94.554,,openflights
GDN,ORK,1809.871,167.430,,openflights
GDN,PSA,1324.776,131.935,,openflights
GDN,STN,1243.673,126.000,,openflights
GEG,OAK,1164.898,120.236,,openflights
GEG,SEA,358.920,61.262,,openflights
GEO,PBM,358.481,61.230,,openflights
GEO,POS,567.807,76.547,,openflights
GEO,PZO,535.269,74.166,,openflights
GEO,YYZ,4630.298,373.802,,openflights
GEV,ARN,843.976,96.754,,openflights
GFK,TVF,74.858,40.477,,openflights
GGG,DFW,225.173,51.476,,openflights
GGT,GHB,196.904,49.408,,openflights
GGT,YYZ,2262.827,200.573,,openflights
GHA,ALG,481.827,70.256,,openflights
GHA,CZL,504.546,71.918,,openflights
GIB,LGW,1717.381,160.662,,openflights
GIB,LTN,1792.106,166.130,,openflights
GIB,MAN,1927.720,176.053,,openflights
GIG,AEP,1969.179,179.086,,openflights
GIG,BOG,4541.065,367.273,,openflights
GIG,CGB,1566.514,149.623,,openflights
GIG,CGR,1208.539,123.430,,openflights
GIG,JPA,1955.227,178.065,,openflights
GIG,LIM,3776.646,311.340,,openflights
GIG,MAO,2847.565,243.358,,openflights
GIG,MIA,6717.237,526.505,,openflights
GIG,MVD,1823.896,168.456,,openflights
GIG,SCL,2934.105,249.691,,openflights
GIG,VCP,398.404,64.152,,openflights
GIS,AKL,334.864,59.502,,openflights
GJT,PHX,705.274,86.605,,openflights
GKA,MAG,106.714,42.808,,openflights
GLA,AYT,3368.162,281.451,,openflights
GLA,LCA,3703.586,305.994,,openflights
GLA,LPA,3227.432,271.154,,openflights
GLA,PMI,1889.944,173.289,,openflights
GLA,RHO,3258.415,273.421,,openflights
GLA,SOU,583.859,77.721,,openflights
GLO,IOM,293.716,56.491,,openflights
GLV,OME,116.645,43.535,,openflights
GMB,ADD,475.271,69.776,,openflights
GMP,PEK,926.958,102.826,,openflights
GMP,USN,316.250,58.140,,openflights
GNV,MIA,475.132,69.766,,openflights
GOA,BCN,650.530,82.600,,openflights
GOA,CAG,574.246,77.018,,openflights
GOA,FCO,400.763,64.324,,openflights
GOA,NAP,593.681,78.440,,openflights
GOA,TIA,946.008,104.220,,openflights
GOI,BLR,482.935,70.337,,openflights
GOI,DEL,1504.246,145.067,,openflights
GOI,DME,5401.546,430.235,,openflights
GOM,FKI,495.330,71.244,,openflights
GOQ,XNN,648.957,82.485,,openflights
GOT,BLE,358.206,61.210,,openflights
GOT,CDG,1156.163,119.597,,openflights
GOT,FCO,1763.834,164.061,,openflights
GOT,IKA,3780.775,311.642,,openflights
GOT,LGW,1081.485,114.133,,openflights
GOT,NCE,1596.499,151.817,,openflights
GOT,TXL,571.031,76.783,,openflights
GOV,GTE,193.575,49.164,,openflights
GPT,CLT,928.162,102.914,,openflights
GRO,AHO,483.165,70.354,,openflights
GRO,BOH,1048.099,111.690,,openflights
GRO,FKB,870.037,98.661,,openflights
GRO,RBA,1205.516,123.208,,openflights
GRO,SFT,2781.233,238.505,,openflights
GRR,CLE,344.022,60.172,,openflights
GRR,IAD,806.339,94.000,,openflights
GRR,LGA,992.321,107.609,,openflights
GRU,AUH,12120.963,921.900,,openflights
GRU,CMN,7539.738,586.688,,openflights
GRU,DTW,8223.664,636.732,,openflights
GRU,FCO,9432.581,725.189,,openflights
GRU,JFK,7663.979,595.779,,openflights
GRU,LAX,9918.573,760.749,,openflights
GRU,LFW,6136.653,484.023,,openflights
GRU,LIS,7935.276,615.630,,openflights
GRU,PLU,476.222,69.845,,openflights
GRU,VIX,729.613,88.386,,openflights
GSE,EDI,946.313,104.242,,openflights
GSE,GDN,556.529,75.722,,openflights
GSO,PHL,587.625,77.997,,openflights
GSP,BWI,684.710,85.101,,openflights
GSP,MDW,905.005,101.220,,openflights
GSP,PGD,887.102,99.910,,openflights
GSP,SFB,686.577,85.237,,openflights
GTE,GOV,193.575,49.164,,openflights
GTF,LAS,1305.592,130.531,,openflights
GUA,ATL,2205.931,196.410,,openflights
GUA,IAD,2995.905,254.213,,openflights
GUA,IAH,1782.082,165.396,,openflights
GUA,SAP,295.881,56.650,,openflights
GUA,TAP,199.565,49.602,,openflights
GUW,URA,448.450,67.813,,openflights
GUW,VKO,1376.636,135.729,,openflights
GVA,BOD,553.998,75.536,,openflights
GVA,DXB,4919.422,394.958,,openflights
GVA,FLR,482.874,70.332,,openflights
GVA,HEL,1990.630,180.656,,openflights
GVA,IAD,6566.304,515.461,,openflights
GVA,JED,4040.400,330.639,,openflights
GVA,KBP,1880.111,172.569,,openflights
GVA,LED,2187.023,195.026,,openflights
GVA,NTE,597.216,78.699,,openflights
GVA,OLB,653.989,82.853,,openflights
GVA,RAK,2029.067,183.468,,openflights
GVA,SCQ,1207.036,123.320,,openflights
GVA,SEN,712.472,87.132,,openflights
GVA,SVO,2410.894,211.407,,openflights
GVA,WAW,1261.271,127.288,,openflights
GWD,MCT,448.306,67.803,,openflights
GWT,MUC,766.921,91.116,,openflights
GWT,TXL,417.400,65.541,,openflights
GXF,SAH,492.014,71.001,,openflights
GYD,ASB,767.060,91.126,,openflights
GYD,MRV,708.245,86.823,,openflights
GYD,NBC,1685.427,158.324,,openflights
GYD,PEK,5502.620,437.631,,openflights
GYD,RIX,2617.614,226.533,,openflights
GYD,TSE,2022.643,182.998,,openflights
GYN,CNF,646.729,82.322,,openflights
GYN,GIG,928.369,102.929,,openflights
GYN,GRU,809.059,94.199,,openflights
GYS,HGH,1418.842,138.818,,openflights
GZP,CPH,2610.790,226.033,,openflights
GZP,HEL,2721.379,234.125,,openflights
GZT,IST,892.904,100.334,,openflights
HAD,ARN,444.478,67.523,,openflights
HAH,NBO,1334.194,132.624,,openflights
HAJ,CTA,1718.994,160.780,,openflights
HAJ,IBZ,1640.612,155.045,,openflights
HAJ,JER,907.984,101.438,,openflights
HAJ,KGS,2208.822,196.621,,openflights
HAJ,ZRH,561.465,76.083,,openflights
HAK,CIH,1832.413,169.079,,openflights
HAK,KHN,1135.144,118.059,,openflights
HAK,SHA,1658.826,156.378,,openflights
HAK,SIN,2182.845,194.720,,openflights
HAK,SWA,742.461,89.326,,openflights
HAK,TSN,2233.531,198.429,,openflights
HAK,XMN,940.770,103.837,,openflights
HAM,BIA,1232.346,125.172,,openflights
HAM,FMM,627.565,80.919,,openflights
HAM,MAH,1591.463,151.449,,openflights
HAM,PRG,489.781,70.838,,openflights
HAM,RIX,956.171,104.964,,openflights
HAM,SKG,1752.364,163.222,,openflights
HAM,STR,551.942,75.386,,openflights
HAN,CAN,807.516,94.087,,openflights
HAN,FRA,8711.720,672.443,,openflights
HAN,LPQ,407.122,64.789,,openflights
HAN,RGN,1123.747,117.225,,openflights
HAN,SIN,2218.283,197.313,,openflights
HAN,UIH,877.599,99.215,,openflights
HAN,VCL,715.578,87.359,,openflights
HAU,ALC,2377.754,208.982,,openflights
HAV,CDG,7743.947,601.630,,openflights
HAV,SNU,258.805,53.937,,openflights
HAV,SVO,9577.279,735.777,,openflights
HAV,YYZ,2314.475,204.352,,openflights
HBA,MEL,616.988,80.145,,openflights
HBE,ATH,941.539,103.893,,openflights
HBE,DOH,2234.759,198.519,,openflights
HBE,IST,1154.810,119.498,,openflights
HBE,TIP,1573.382,150.126,,openflights
HDF,DUS,575.666,77.122,,openflights
HDF,FRA,573.353,76.953,,openflights
HDG,SHA,870.216,98.674,,openflights
HDM,MHD,1013.989,109.194,,openflights
HDN,DEN,226.936,51.605,,openflights
HDY,BKK,751.329,89.975,,openflights
HDY,CNX,1324.904,131.944,,openflights
HEA,MHD,325.468,58.815,,openflights
HEH,THL,328.449,59.033,,openflights
HEL,ADB,2453.880,214.552,,openflights
HEL,ATH,2489.664,217.171,,openflights
HEL,AYT,2636.739,227.932,,openflights
HEL,GVA,1990.630,180.656,,openflights
HEL,KRK,1184.166,121.646,,openflights
HEL,LIS,3363.878,281.137,,openflights
HEL,MAN,1811.506,167.549,,openflights
HEL,OSL,767.287,91.143,,openflights
HEL,POR,213.219,50.601,,openflights
HEL,VNO,632.224,81.260,,openflights
HER,DRS,1979.285,179.826,,openflights
HER,EDI,3147.242,265.286,,openflights
HER,FRA,2114.392,189.712,,openflights
HER,MXP,1795.313,166.364,,openflights
HER,NCL,3002.247,254.677,,openflights
HER,ORY,2384.200,209.454,,openflights
HER,SZG,1711.261,160.214,,openflights
HER,ZRH,1926.644,175.974,,openflights
HET,CGO,726.018,88.123,,openflights
HET,DLC,854.242,97.506,,openflights
HET,HGH,1413.186,138.404,,openflights
HET,WUA,441.850,67.331,,openflights
HET,XIY,761.611,90.728,,openflights
HFE,CGQ,1542.967,147.900,,openflights
HFE,KHH,1066.753,113.055,,openflights
HFE,LJG,1746.749,162.811,,openflights
HFE,SYX,1694.672,159.000,,openflights
HGA,MGQ,845.135,96.839,,openflights
HGH,AMS,8922.030,687.831,,openflights
HGH,CGQ,1599.128,152.009,,openflights
HGH,CNX,2511.851,218.794,,openflights
HGH,FOC,483.464,70.375,,openflights
HGH,KWL,1164.288,120.192,,openflights
HGH,TYN,1102.123,115.643,,openflights
HGH,XFN,803.254,93.775,,openflights
HGH,YNT,802.192,93.697,,openflights
HGR,SFB,1257.138,126.986,,openflights
HGU,LAE,281.037,55.564,,openflights
